,sentence1,sentence2,gold_label,sentence1_lex,sentence2_lex,group_index,sentence1_edited,sentence2_edited,gold_label_edited
286,The man is not listening to music.,The man is not listening to Wagner.,entailment,music,wagner,13,The man does not dress up when listening to music.,The man does not dress up when listening to wagner.,neutral
287,The man is not listening to Wagner.,The man is not listening to music.,neutral,wagner,music,13,The man does not dress up when listening to wagner.,The man does not dress up when listening to music.,entailment
288,The man is not listening to music.,The man is not listening to rockabilly.,entailment,music,rockabilly,13,The man does not dress up when listening to music.,The man does not dress up when listening to rockabilly.,neutral
289,The man is not listening to rockabilly.,The man is not listening to music.,neutral,rockabilly,music,13,The man does not dress up when listening to rockabilly.,The man does not dress up when listening to music.,entailment
290,The man is not listening to music.,The man is not listening to Beethoven.,entailment,music,beethoven,13,The man does not dress up when listening to music.,The man does not dress up when listening to beethoven.,neutral
291,The man is not listening to Beethoven.,The man is not listening to music.,neutral,beethoven,music,13,The man does not dress up when listening to beethoven.,The man does not dress up when listening to music.,entailment
292,The man is not listening to music.,The man is not listening to rock.,entailment,music,rock,13,The man does not dress up when listening to music.,The man does not dress up when listening to rock.,neutral
293,The man is not listening to rock.,The man is not listening to music.,neutral,rock,music,13,The man does not dress up when listening to rock.,The man does not dress up when listening to music.,entailment
294,The man is not listening to music.,The man is not listening to soul.,entailment,music,soul,13,The man does not dress up when listening to music.,The man does not dress up when listening to soul.,neutral
295,The man is not listening to soul.,The man is not listening to music.,neutral,soul,music,13,The man does not dress up when listening to soul.,The man does not dress up when listening to music.,entailment
296,The man is not listening to music.,The man is not listening to swing.,entailment,music,swing,13,The man does not dress up when listening to music.,The man does not dress up when listening to swing.,neutral
297,The man is not listening to swing.,The man is not listening to music.,neutral,swing,music,13,The man does not dress up when listening to swing.,The man does not dress up when listening to music.,entailment
298,A man is not wearing a hat.,A man is not wearing a sombrero.,entailment,hat,sombrero,14,A man does not go out and he wears a hat.,A man does not go out and he wears a sombrero.,neutral
299,A man is not wearing a sombrero.,A man is not wearing a hat.,neutral,sombrero,hat,14,A man does not go out and he wears a sombrero.,A man does not go out and he wears a hat.,entailment
300,A man is not wearing a hat.,A man is not wearing a bowler.,entailment,hat,bowler,14,A man does not go out and he wears a hat.,A man does not go out and he wears a bowler.,neutral
301,A man is not wearing a bowler.,A man is not wearing a hat.,neutral,bowler,hat,14,A man does not go out and he wears a bowler.,A man does not go out and he wears a hat.,entailment
302,A man is not wearing a hat.,A man is not wearing a fedora.,entailment,hat,fedora,14,A man does not go out and he wears a hat.,A man does not go out and he wears a fedora.,neutral
303,A man is not wearing a fedora.,A man is not wearing a hat.,neutral,fedora,hat,14,A man does not go out and he wears a fedora.,A man does not go out and he wears a hat.,entailment
304,A man is not wearing a hat.,A man is not wearing a sunhat.,entailment,hat,sunhat,14,A man does not go out and he wears a hat.,A man does not go out and he wears a sunhat.,neutral
305,A man is not wearing a sunhat.,A man is not wearing a hat.,neutral,sunhat,hat,14,A man does not go out and he wears a sunhat.,A man does not go out and he wears a hat.,entailment
306,There is not a single person walking in the city.,There is not a single sculptor walking in the city.,entailment,person,sculptor,15,There is a person walking in the city when it's not dark.,There is a sculptor walking in the city when it's not dark.,neutral
307,There is not a single sculptor walking in the city.,There is not a single person walking in the city.,neutral,sculptor,person,15,There is a sculptor walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
308,There is not a single person walking in the city.,There is not a single mover walking in the city.,entailment,person,mover,15,There is a person walking in the city when it's not dark.,There is a mover walking in the city when it's not dark.,neutral
309,There is not a single mover walking in the city.,There is not a single person walking in the city.,neutral,mover,person,15,There is a mover walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
310,There is not a single person walking in the city.,There is not a single matriarch walking in the city.,entailment,person,matriarch,15,There is a person walking in the city when it's not dark.,There is a matriarch walking in the city when it's not dark.,neutral
311,There is not a single matriarch walking in the city.,There is not a single person walking in the city.,neutral,matriarch,person,15,There is a matriarch walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
312,There is not a single person walking in the city.,There is not a single landscaper walking in the city.,entailment,person,landscaper,15,There is a person walking in the city when it's not dark.,There is a landscaper walking in the city when it's not dark.,neutral
313,There is not a single landscaper walking in the city.,There is not a single person walking in the city.,neutral,landscaper,person,15,There is a landscaper walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
314,There is not a single person walking in the city.,There is not a single nanny walking in the city.,entailment,person,nanny,15,There is a person walking in the city when it's not dark.,There is a nanny walking in the city when it's not dark.,neutral
315,There is not a single nanny walking in the city.,There is not a single person walking in the city.,neutral,nanny,person,15,There is a nanny walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
316,There is not a single person walking in the city.,There is not a single ambassador walking in the city.,entailment,person,ambassador,15,There is a person walking in the city when it's not dark.,There is a ambassador walking in the city when it's not dark.,neutral
317,There is not a single ambassador walking in the city.,There is not a single person walking in the city.,neutral,ambassador,person,15,There is a ambassador walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
318,There is not a single person walking in the city.,There is not a single rescuer walking in the city.,entailment,person,rescuer,15,There is a person walking in the city when it's not dark.,There is a rescuer walking in the city when it's not dark.,neutral
319,There is not a single rescuer walking in the city.,There is not a single person walking in the city.,neutral,rescuer,person,15,There is a rescuer walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
320,There is not a single person walking in the city.,There is not a single Persian walking in the city.,entailment,person,persian,15,There is a person walking in the city when it's not dark.,There is a persian walking in the city when it's not dark.,neutral
321,There is not a single Persian walking in the city.,There is not a single person walking in the city.,neutral,persian,person,15,There is a persian walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
322,There is not a single person walking in the city.,There is not a single volunteer walking in the city.,entailment,person,volunteer,15,There is a person walking in the city when it's not dark.,There is a volunteer walking in the city when it's not dark.,neutral
323,There is not a single volunteer walking in the city.,There is not a single person walking in the city.,neutral,volunteer,person,15,There is a volunteer walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
324,There is not a single person walking in the city.,There is not a single Greek walking in the city.,entailment,person,greek,15,There is a person walking in the city when it's not dark.,There is a greek walking in the city when it's not dark.,neutral
325,There is not a single Greek walking in the city.,There is not a single person walking in the city.,neutral,greek,person,15,There is a greek walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
326,There is not a single person walking in the city.,There is not a single gambler walking in the city.,entailment,person,gambler,15,There is a person walking in the city when it's not dark.,There is a gambler walking in the city when it's not dark.,neutral
327,There is not a single gambler walking in the city.,There is not a single person walking in the city.,neutral,gambler,person,15,There is a gambler walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
328,There is not a single person walking in the city.,There is not a single debutante walking in the city.,entailment,person,debutante,15,There is a person walking in the city when it's not dark.,There is a debutante walking in the city when it's not dark.,neutral
329,There is not a single debutante walking in the city.,There is not a single person walking in the city.,neutral,debutante,person,15,There is a debutante walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
330,There is not a single person walking in the city.,There is not a single girl walking in the city.,entailment,person,girl,15,There is a person walking in the city when it's not dark.,There is a girl walking in the city when it's not dark.,neutral
331,There is not a single girl walking in the city.,There is not a single person walking in the city.,neutral,girl,person,15,There is a girl walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
332,There is not a single person walking in the city.,There is not a single painter walking in the city.,entailment,person,painter,15,There is a person walking in the city when it's not dark.,There is a painter walking in the city when it's not dark.,neutral
333,There is not a single painter walking in the city.,There is not a single person walking in the city.,neutral,painter,person,15,There is a painter walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
334,There is not a single person walking in the city.,There is not a single politician walking in the city.,entailment,person,politician,15,There is a person walking in the city when it's not dark.,There is a politician walking in the city when it's not dark.,neutral
335,There is not a single politician walking in the city.,There is not a single person walking in the city.,neutral,politician,person,15,There is a politician walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
336,There is not a single person walking in the city.,There is not a single woman walking in the city.,entailment,person,woman,15,There is a person walking in the city when it's not dark.,There is a woman walking in the city when it's not dark.,neutral
337,There is not a single woman walking in the city.,There is not a single person walking in the city.,neutral,woman,person,15,There is a woman walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
338,There is not a single person walking in the city.,There is not a single prince walking in the city.,entailment,person,prince,15,There is a person walking in the city when it's not dark.,There is a prince walking in the city when it's not dark.,neutral
339,There is not a single prince walking in the city.,There is not a single person walking in the city.,neutral,prince,person,15,There is a prince walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
340,There is not a single person walking in the city.,There is not a single butcher walking in the city.,entailment,person,butcher,15,There is a person walking in the city when it's not dark.,There is a butcher walking in the city when it's not dark.,neutral
341,There is not a single butcher walking in the city.,There is not a single person walking in the city.,neutral,butcher,person,15,There is a butcher walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
342,There is not a single person walking in the city.,There is not a single juvenile walking in the city.,entailment,person,juvenile,15,There is a person walking in the city when it's not dark.,There is a juvenile walking in the city when it's not dark.,neutral
343,There is not a single juvenile walking in the city.,There is not a single person walking in the city.,neutral,juvenile,person,15,There is a juvenile walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
344,There is not a single person walking in the city.,There is not a single pagan walking in the city.,entailment,person,pagan,15,There is a person walking in the city when it's not dark.,There is a pagan walking in the city when it's not dark.,neutral
345,There is not a single pagan walking in the city.,There is not a single person walking in the city.,neutral,pagan,person,15,There is a pagan walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
346,There is not a single person walking in the city.,There is not a single craftsman walking in the city.,entailment,person,craftsman,15,There is a person walking in the city when it's not dark.,There is a craftsman walking in the city when it's not dark.,neutral
347,There is not a single craftsman walking in the city.,There is not a single person walking in the city.,neutral,craftsman,person,15,There is a craftsman walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
348,There is not a single person walking in the city.,There is not a single nerd walking in the city.,entailment,person,nerd,15,There is a person walking in the city when it's not dark.,There is a nerd walking in the city when it's not dark.,neutral
349,There is not a single nerd walking in the city.,There is not a single person walking in the city.,neutral,nerd,person,15,There is a nerd walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
350,There is not a single person walking in the city.,There is not a single psychic walking in the city.,entailment,person,psychic,15,There is a person walking in the city when it's not dark.,There is a psychic walking in the city when it's not dark.,neutral
351,There is not a single psychic walking in the city.,There is not a single person walking in the city.,neutral,psychic,person,15,There is a psychic walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
352,There is not a single person walking in the city.,There is not a single Indonesian walking in the city.,entailment,person,indonesian,15,There is a person walking in the city when it's not dark.,There is a indonesian walking in the city when it's not dark.,neutral
353,There is not a single Indonesian walking in the city.,There is not a single person walking in the city.,neutral,indonesian,person,15,There is a indonesian walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
354,There is not a single person walking in the city.,There is not a single smith walking in the city.,entailment,person,smith,15,There is a person walking in the city when it's not dark.,There is a smith walking in the city when it's not dark.,neutral
355,There is not a single smith walking in the city.,There is not a single person walking in the city.,neutral,smith,person,15,There is a smith walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
356,There is not a single person walking in the city.,There is not a single skier walking in the city.,entailment,person,skier,15,There is a person walking in the city when it's not dark.,There is a skier walking in the city when it's not dark.,neutral
357,There is not a single skier walking in the city.,There is not a single person walking in the city.,neutral,skier,person,15,There is a skier walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
358,There is not a single person walking in the city.,There is not a single conservative walking in the city.,entailment,person,conservative,15,There is a person walking in the city when it's not dark.,There is a conservative walking in the city when it's not dark.,neutral
359,There is not a single conservative walking in the city.,There is not a single person walking in the city.,neutral,conservative,person,15,There is a conservative walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
360,There is not a single person walking in the city.,There is not a single addict walking in the city.,entailment,person,addict,15,There is a person walking in the city when it's not dark.,There is a addict walking in the city when it's not dark.,neutral
361,There is not a single addict walking in the city.,There is not a single person walking in the city.,neutral,addict,person,15,There is a addict walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
362,There is not a single person walking in the city.,There is not a single gymnast walking in the city.,entailment,person,gymnast,15,There is a person walking in the city when it's not dark.,There is a gymnast walking in the city when it's not dark.,neutral
363,There is not a single gymnast walking in the city.,There is not a single person walking in the city.,neutral,gymnast,person,15,There is a gymnast walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
364,There is not a single person walking in the city.,There is not a single convict walking in the city.,entailment,person,convict,15,There is a person walking in the city when it's not dark.,There is a convict walking in the city when it's not dark.,neutral
365,There is not a single convict walking in the city.,There is not a single person walking in the city.,neutral,convict,person,15,There is a convict walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
366,There is not a single person walking in the city.,There is not a single serviceman walking in the city.,entailment,person,serviceman,15,There is a person walking in the city when it's not dark.,There is a serviceman walking in the city when it's not dark.,neutral
367,There is not a single serviceman walking in the city.,There is not a single person walking in the city.,neutral,serviceman,person,15,There is a serviceman walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
368,There is not a single person walking in the city.,There is not a single African walking in the city.,entailment,person,african,15,There is a person walking in the city when it's not dark.,There is a african walking in the city when it's not dark.,neutral
369,There is not a single African walking in the city.,There is not a single person walking in the city.,neutral,african,person,15,There is a african walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
370,There is not a single person walking in the city.,There is not a single adventurer walking in the city.,entailment,person,adventurer,15,There is a person walking in the city when it's not dark.,There is a adventurer walking in the city when it's not dark.,neutral
371,There is not a single adventurer walking in the city.,There is not a single person walking in the city.,neutral,adventurer,person,15,There is a adventurer walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
372,There is not a single person walking in the city.,There is not a single groupie walking in the city.,entailment,person,groupie,15,There is a person walking in the city when it's not dark.,There is a groupie walking in the city when it's not dark.,neutral
373,There is not a single groupie walking in the city.,There is not a single person walking in the city.,neutral,groupie,person,15,There is a groupie walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
374,There is not a single person walking in the city.,There is not a single survivalist walking in the city.,entailment,person,survivalist,15,There is a person walking in the city when it's not dark.,There is a survivalist walking in the city when it's not dark.,neutral
375,There is not a single survivalist walking in the city.,There is not a single person walking in the city.,neutral,survivalist,person,15,There is a survivalist walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
376,There is not a single person walking in the city.,There is not a single merchant walking in the city.,entailment,person,merchant,15,There is a person walking in the city when it's not dark.,There is a merchant walking in the city when it's not dark.,neutral
377,There is not a single merchant walking in the city.,There is not a single person walking in the city.,neutral,merchant,person,15,There is a merchant walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
378,There is not a single person walking in the city.,There is not a single hacker walking in the city.,entailment,person,hacker,15,There is a person walking in the city when it's not dark.,There is a hacker walking in the city when it's not dark.,neutral
379,There is not a single hacker walking in the city.,There is not a single person walking in the city.,neutral,hacker,person,15,There is a hacker walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
380,There is not a single person walking in the city.,There is not a single philosopher walking in the city.,entailment,person,philosopher,15,There is a person walking in the city when it's not dark.,There is a philosopher walking in the city when it's not dark.,neutral
381,There is not a single philosopher walking in the city.,There is not a single person walking in the city.,neutral,philosopher,person,15,There is a philosopher walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
382,There is not a single person walking in the city.,There is not a single aviator walking in the city.,entailment,person,aviator,15,There is a person walking in the city when it's not dark.,There is a aviator walking in the city when it's not dark.,neutral
383,There is not a single aviator walking in the city.,There is not a single person walking in the city.,neutral,aviator,person,15,There is a aviator walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
384,There is not a single person walking in the city.,There is not a single immigrant walking in the city.,entailment,person,immigrant,15,There is a person walking in the city when it's not dark.,There is a immigrant walking in the city when it's not dark.,neutral
385,There is not a single immigrant walking in the city.,There is not a single person walking in the city.,neutral,immigrant,person,15,There is a immigrant walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
386,There is not a single person walking in the city.,There is not a single king walking in the city.,entailment,person,king,15,There is a person walking in the city when it's not dark.,There is a king walking in the city when it's not dark.,neutral
387,There is not a single king walking in the city.,There is not a single person walking in the city.,neutral,king,person,15,There is a king walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
388,There is not a single person walking in the city.,There is not a single worshiper walking in the city.,entailment,person,worshiper,15,There is a person walking in the city when it's not dark.,There is a worshiper walking in the city when it's not dark.,neutral
389,There is not a single worshiper walking in the city.,There is not a single person walking in the city.,neutral,worshiper,person,15,There is a worshiper walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
390,There is not a single person walking in the city.,There is not a single skydiver walking in the city.,entailment,person,skydiver,15,There is a person walking in the city when it's not dark.,There is a skydiver walking in the city when it's not dark.,neutral
391,There is not a single skydiver walking in the city.,There is not a single person walking in the city.,neutral,skydiver,person,15,There is a skydiver walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
392,There is not a single person walking in the city.,There is not a single official walking in the city.,entailment,person,official,15,There is a person walking in the city when it's not dark.,There is a official walking in the city when it's not dark.,neutral
393,There is not a single official walking in the city.,There is not a single person walking in the city.,neutral,official,person,15,There is a official walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
394,There is not a single person walking in the city.,There is not a single Romanian walking in the city.,entailment,person,romanian,15,There is a person walking in the city when it's not dark.,There is a romanian walking in the city when it's not dark.,neutral
395,There is not a single Romanian walking in the city.,There is not a single person walking in the city.,neutral,romanian,person,15,There is a romanian walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
396,There is not a single person walking in the city.,There is not a single photographer walking in the city.,entailment,person,photographer,15,There is a person walking in the city when it's not dark.,There is a photographer walking in the city when it's not dark.,neutral
397,There is not a single photographer walking in the city.,There is not a single person walking in the city.,neutral,photographer,person,15,There is a photographer walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
398,There is not a single person walking in the city.,There is not a single Belgian walking in the city.,entailment,person,belgian,15,There is a person walking in the city when it's not dark.,There is a belgian walking in the city when it's not dark.,neutral
399,There is not a single Belgian walking in the city.,There is not a single person walking in the city.,neutral,belgian,person,15,There is a belgian walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
400,There is not a single person walking in the city.,There is not a single athlete walking in the city.,entailment,person,athlete,15,There is a person walking in the city when it's not dark.,There is a athlete walking in the city when it's not dark.,neutral
401,There is not a single athlete walking in the city.,There is not a single person walking in the city.,neutral,athlete,person,15,There is a athlete walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
402,There is not a single person walking in the city.,There is not a single Democrat walking in the city.,entailment,person,democrat,15,There is a person walking in the city when it's not dark.,There is a democrat walking in the city when it's not dark.,neutral
403,There is not a single Democrat walking in the city.,There is not a single person walking in the city.,neutral,democrat,person,15,There is a democrat walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
404,There is not a single person walking in the city.,There is not a single Jew walking in the city.,entailment,person,jew,15,There is a person walking in the city when it's not dark.,There is a jew walking in the city when it's not dark.,neutral
405,There is not a single Jew walking in the city.,There is not a single person walking in the city.,neutral,jew,person,15,There is a jew walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
406,There is not a single person walking in the city.,There is not a single adult walking in the city.,entailment,person,adult,15,There is a person walking in the city when it's not dark.,There is a adult walking in the city when it's not dark.,neutral
407,There is not a single adult walking in the city.,There is not a single person walking in the city.,neutral,adult,person,15,There is a adult walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
408,There is not a single person walking in the city.,There is not a single ninja walking in the city.,entailment,person,ninja,15,There is a person walking in the city when it's not dark.,There is a ninja walking in the city when it's not dark.,neutral
409,There is not a single ninja walking in the city.,There is not a single person walking in the city.,neutral,ninja,person,15,There is a ninja walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
410,There is not a single person walking in the city.,There is not a single billionaire walking in the city.,entailment,person,billionaire,15,There is a person walking in the city when it's not dark.,There is a billionaire walking in the city when it's not dark.,neutral
411,There is not a single billionaire walking in the city.,There is not a single person walking in the city.,neutral,billionaire,person,15,There is a billionaire walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
412,There is not a single person walking in the city.,There is not a single child walking in the city.,entailment,person,child,15,There is a person walking in the city when it's not dark.,There is a child walking in the city when it's not dark.,neutral
413,There is not a single child walking in the city.,There is not a single person walking in the city.,neutral,child,person,15,There is a child walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
414,There is not a single person walking in the city.,There is not a single amputee walking in the city.,entailment,person,amputee,15,There is a person walking in the city when it's not dark.,There is a amputee walking in the city when it's not dark.,neutral
415,There is not a single amputee walking in the city.,There is not a single person walking in the city.,neutral,amputee,person,15,There is a amputee walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
416,There is not a single person walking in the city.,There is not a single geologist walking in the city.,entailment,person,geologist,15,There is a person walking in the city when it's not dark.,There is a geologist walking in the city when it's not dark.,neutral
417,There is not a single geologist walking in the city.,There is not a single person walking in the city.,neutral,geologist,person,15,There is a geologist walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
418,There is not a single person walking in the city.,There is not a single comedian walking in the city.,entailment,person,comedian,15,There is a person walking in the city when it's not dark.,There is a comedian walking in the city when it's not dark.,neutral
419,There is not a single comedian walking in the city.,There is not a single person walking in the city.,neutral,comedian,person,15,There is a comedian walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
420,There is not a single person walking in the city.,There is not a single stagehand walking in the city.,entailment,person,stagehand,15,There is a person walking in the city when it's not dark.,There is a stagehand walking in the city when it's not dark.,neutral
421,There is not a single stagehand walking in the city.,There is not a single person walking in the city.,neutral,stagehand,person,15,There is a stagehand walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
422,There is not a single person walking in the city.,There is not a single cashier walking in the city.,entailment,person,cashier,15,There is a person walking in the city when it's not dark.,There is a cashier walking in the city when it's not dark.,neutral
423,There is not a single cashier walking in the city.,There is not a single person walking in the city.,neutral,cashier,person,15,There is a cashier walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
424,There is not a single person walking in the city.,There is not a single firefighter walking in the city.,entailment,person,firefighter,15,There is a person walking in the city when it's not dark.,There is a firefighter walking in the city when it's not dark.,neutral
425,There is not a single firefighter walking in the city.,There is not a single person walking in the city.,neutral,firefighter,person,15,There is a firefighter walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
426,There is not a single person walking in the city.,There is not a single hunchback walking in the city.,entailment,person,hunchback,15,There is a person walking in the city when it's not dark.,There is a hunchback walking in the city when it's not dark.,neutral
427,There is not a single hunchback walking in the city.,There is not a single person walking in the city.,neutral,hunchback,person,15,There is a hunchback walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
428,There is not a single person walking in the city.,There is not a single programmer walking in the city.,entailment,person,programmer,15,There is a person walking in the city when it's not dark.,There is a programmer walking in the city when it's not dark.,neutral
429,There is not a single programmer walking in the city.,There is not a single person walking in the city.,neutral,programmer,person,15,There is a programmer walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
430,There is not a single person walking in the city.,There is not a single waiter walking in the city.,entailment,person,waiter,15,There is a person walking in the city when it's not dark.,There is a waiter walking in the city when it's not dark.,neutral
431,There is not a single waiter walking in the city.,There is not a single person walking in the city.,neutral,waiter,person,15,There is a waiter walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
432,There is not a single person walking in the city.,There is not a single bachelor walking in the city.,entailment,person,bachelor,15,There is a person walking in the city when it's not dark.,There is a bachelor walking in the city when it's not dark.,neutral
433,There is not a single bachelor walking in the city.,There is not a single person walking in the city.,neutral,bachelor,person,15,There is a bachelor walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
434,There is not a single person walking in the city.,There is not a single hippie walking in the city.,entailment,person,hippie,15,There is a person walking in the city when it's not dark.,There is a hippie walking in the city when it's not dark.,neutral
435,There is not a single hippie walking in the city.,There is not a single person walking in the city.,neutral,hippie,person,15,There is a hippie walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
436,There is not a single person walking in the city.,There is not a single detective walking in the city.,entailment,person,detective,15,There is a person walking in the city when it's not dark.,There is a detective walking in the city when it's not dark.,neutral
437,There is not a single detective walking in the city.,There is not a single person walking in the city.,neutral,detective,person,15,There is a detective walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
438,There is not a single person walking in the city.,There is not a single cheerleader walking in the city.,entailment,person,cheerleader,15,There is a person walking in the city when it's not dark.,There is a cheerleader walking in the city when it's not dark.,neutral
439,There is not a single cheerleader walking in the city.,There is not a single person walking in the city.,neutral,cheerleader,person,15,There is a cheerleader walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
440,There is not a single person walking in the city.,There is not a single uncle walking in the city.,entailment,person,uncle,15,There is a person walking in the city when it's not dark.,There is a uncle walking in the city when it's not dark.,neutral
441,There is not a single uncle walking in the city.,There is not a single person walking in the city.,neutral,uncle,person,15,There is a uncle walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
442,There is not a single person walking in the city.,There is not a single homeowner walking in the city.,entailment,person,homeowner,15,There is a person walking in the city when it's not dark.,There is a homeowner walking in the city when it's not dark.,neutral
443,There is not a single homeowner walking in the city.,There is not a single person walking in the city.,neutral,homeowner,person,15,There is a homeowner walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
444,There is not a single person walking in the city.,There is not a single stylist walking in the city.,entailment,person,stylist,15,There is a person walking in the city when it's not dark.,There is a stylist walking in the city when it's not dark.,neutral
445,There is not a single stylist walking in the city.,There is not a single person walking in the city.,neutral,stylist,person,15,There is a stylist walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
446,There is not a single person walking in the city.,There is not a single rabbi walking in the city.,entailment,person,rabbi,15,There is a person walking in the city when it's not dark.,There is a rabbi walking in the city when it's not dark.,neutral
447,There is not a single rabbi walking in the city.,There is not a single person walking in the city.,neutral,rabbi,person,15,There is a rabbi walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
448,There is not a single person walking in the city.,There is not a single musher walking in the city.,entailment,person,musher,15,There is a person walking in the city when it's not dark.,There is a musher walking in the city when it's not dark.,neutral
449,There is not a single musher walking in the city.,There is not a single person walking in the city.,neutral,musher,person,15,There is a musher walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
450,There is not a single person walking in the city.,There is not a single veteran walking in the city.,entailment,person,veteran,15,There is a person walking in the city when it's not dark.,There is a veteran walking in the city when it's not dark.,neutral
451,There is not a single veteran walking in the city.,There is not a single person walking in the city.,neutral,veteran,person,15,There is a veteran walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
452,There is not a single person walking in the city.,There is not a single queen walking in the city.,entailment,person,queen,15,There is a person walking in the city when it's not dark.,There is a queen walking in the city when it's not dark.,neutral
453,There is not a single queen walking in the city.,There is not a single person walking in the city.,neutral,queen,person,15,There is a queen walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
454,There is not a single person walking in the city.,There is not a single missionary walking in the city.,entailment,person,missionary,15,There is a person walking in the city when it's not dark.,There is a missionary walking in the city when it's not dark.,neutral
455,There is not a single missionary walking in the city.,There is not a single person walking in the city.,neutral,missionary,person,15,There is a missionary walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
456,There is not a single person walking in the city.,There is not a single historian walking in the city.,entailment,person,historian,15,There is a person walking in the city when it's not dark.,There is a historian walking in the city when it's not dark.,neutral
457,There is not a single historian walking in the city.,There is not a single person walking in the city.,neutral,historian,person,15,There is a historian walking in the city when it's not dark.,There is a person walking in the city when it's not dark.,entailment
