,sentence1,sentence2,gold_label,sentence1_lex,sentence2_lex,group_index,sentence1_edited,sentence2_edited,gold_label_edited
255,The man is not listening to rap.,The man is not listening to music.,neutral,rap,music,13,The man is listening to rap.,The man is listening to music.,entailment
256,The man is not listening to music.,The man is not listening to boogie.,entailment,music,boogie,13,The man is listening to music.,The man is listening to boogie.,neutral
257,The man is not listening to boogie.,The man is not listening to music.,neutral,boogie,music,13,The man is listening to boogie.,The man is listening to music.,entailment
258,The man is not listening to music.,The man is not listening to reggae.,entailment,music,reggae,13,The man is listening to music.,The man is listening to reggae.,neutral
259,The man is not listening to reggae.,The man is not listening to music.,neutral,reggae,music,13,The man is listening to reggae.,The man is listening to music.,entailment
260,The man is not listening to music.,The man is not listening to Bach.,entailment,music,bach,13,The man is listening to music.,The man is listening to bach.,neutral
261,The man is not listening to Bach.,The man is not listening to music.,neutral,bach,music,13,The man is listening to bach.,The man is listening to music.,entailment
262,The man is not listening to music.,The man is not listening to gospel.,entailment,music,gospel,13,The man is listening to music.,The man is listening to gospel.,neutral
263,The man is not listening to gospel.,The man is not listening to music.,neutral,gospel,music,13,The man is listening to gospel.,The man is listening to music.,entailment
264,The man is not listening to music.,The man is not listening to punk.,entailment,music,punk,13,The man is listening to music.,The man is listening to punk.,neutral
265,The man is not listening to punk.,The man is not listening to music.,neutral,punk,music,13,The man is listening to punk.,The man is listening to music.,entailment
266,The man is not listening to music.,The man is not listening to classical.,entailment,music,classical,13,The man is listening to music.,The man is listening to classical.,neutral
267,The man is not listening to classical.,The man is not listening to music.,neutral,classical,music,13,The man is listening to classical.,The man is listening to music.,entailment
268,The man is not listening to music.,The man is not listening to polka.,entailment,music,polka,13,The man is listening to music.,The man is listening to polka.,neutral
269,The man is not listening to polka.,The man is not listening to music.,neutral,polka,music,13,The man is listening to polka.,The man is listening to music.,entailment
270,The man is not listening to music.,The man is not listening to bluegrass.,entailment,music,bluegrass,13,The man is listening to music.,The man is listening to bluegrass.,neutral
271,The man is not listening to bluegrass.,The man is not listening to music.,neutral,bluegrass,music,13,The man is listening to bluegrass.,The man is listening to music.,entailment
272,The man is not listening to music.,The man is not listening to hip-hop.,entailment,music,hip-hop,13,The man is listening to music.,The man is listening to hip-hop.,neutral
273,The man is not listening to hip-hop.,The man is not listening to music.,neutral,hip-hop,music,13,The man is listening to hip-hop.,The man is listening to music.,entailment
274,The man is not listening to music.,The man is not listening to folk.,entailment,music,folk,13,The man is listening to music.,The man is listening to folk.,neutral
275,The man is not listening to folk.,The man is not listening to music.,neutral,folk,music,13,The man is listening to folk.,The man is listening to music.,entailment
276,The man is not listening to music.,The man is not listening to samba.,entailment,music,samba,13,The man is listening to music.,The man is listening to samba.,neutral
277,The man is not listening to samba.,The man is not listening to music.,neutral,samba,music,13,The man is listening to samba.,The man is listening to music.,entailment
278,The man is not listening to music.,The man is not listening to ragtime.,entailment,music,ragtime,13,The man is listening to music.,The man is listening to ragtime.,neutral
279,The man is not listening to ragtime.,The man is not listening to music.,neutral,ragtime,music,13,The man is listening to ragtime.,The man is listening to music.,entailment
280,The man is not listening to music.,The man is not listening to opera.,entailment,music,opera,13,The man is listening to music.,The man is listening to opera.,neutral
281,The man is not listening to opera.,The man is not listening to music.,neutral,opera,music,13,The man is listening to opera.,The man is listening to music.,entailment
282,The man is not listening to music.,The man is not listening to Chopin.,entailment,music,chopin,13,The man is listening to music.,The man is listening to chopin.,neutral
283,The man is not listening to Chopin.,The man is not listening to music.,neutral,chopin,music,13,The man is listening to chopin.,The man is listening to music.,entailment
284,The man is not listening to music.,The man is not listening to techno.,entailment,music,techno,13,The man is listening to music.,The man is listening to techno.,neutral
285,The man is not listening to techno.,The man is not listening to music.,neutral,techno,music,13,The man is listening to techno.,The man is listening to music.,entailment
286,The man is not listening to music.,The man is not listening to Wagner.,entailment,music,wagner,13,The man is listening to music.,The man is listening to wagner.,neutral
287,The man is not listening to Wagner.,The man is not listening to music.,neutral,wagner,music,13,The man is listening to wagner.,The man is listening to music.,entailment
288,The man is not listening to music.,The man is not listening to rockabilly.,entailment,music,rockabilly,13,The man is listening to music.,The man is listening to rockabilly.,neutral
289,The man is not listening to rockabilly.,The man is not listening to music.,neutral,rockabilly,music,13,The man is listening to rockabilly.,The man is listening to music.,entailment
290,The man is not listening to music.,The man is not listening to Beethoven.,entailment,music,beethoven,13,The man is listening to music.,The man is listening to beethoven.,neutral
291,The man is not listening to Beethoven.,The man is not listening to music.,neutral,beethoven,music,13,The man is listening to beethoven.,The man is listening to music.,entailment
292,The man is not listening to music.,The man is not listening to rock.,entailment,music,rock,13,The man is listening to music.,The man is listening to rock.,neutral
293,The man is not listening to rock.,The man is not listening to music.,neutral,rock,music,13,The man is listening to rock.,The man is listening to music.,entailment
294,The man is not listening to music.,The man is not listening to soul.,entailment,music,soul,13,The man is listening to music.,The man is listening to soul.,neutral
295,The man is not listening to soul.,The man is not listening to music.,neutral,soul,music,13,The man is listening to soul.,The man is listening to music.,entailment
296,The man is not listening to music.,The man is not listening to swing.,entailment,music,swing,13,The man is listening to music.,The man is listening to swing.,neutral
297,The man is not listening to swing.,The man is not listening to music.,neutral,swing,music,13,The man is listening to swing.,The man is listening to music.,entailment
298,A man is not wearing a hat.,A man is not wearing a sombrero.,entailment,hat,sombrero,14,A man is wearing a hat.,A man is wearing a sombrero.,neutral
299,A man is not wearing a sombrero.,A man is not wearing a hat.,neutral,sombrero,hat,14,A man is wearing a sombrero.,A man is wearing a hat.,entailment
300,A man is not wearing a hat.,A man is not wearing a bowler.,entailment,hat,bowler,14,A man is wearing a hat.,A man is wearing a bowler.,neutral
301,A man is not wearing a bowler.,A man is not wearing a hat.,neutral,bowler,hat,14,A man is wearing a bowler.,A man is wearing a hat.,entailment
302,A man is not wearing a hat.,A man is not wearing a fedora.,entailment,hat,fedora,14,A man is wearing a hat.,A man is wearing a fedora.,neutral
303,A man is not wearing a fedora.,A man is not wearing a hat.,neutral,fedora,hat,14,A man is wearing a fedora.,A man is wearing a hat.,entailment
304,A man is not wearing a hat.,A man is not wearing a sunhat.,entailment,hat,sunhat,14,A man is wearing a hat.,A man is wearing a sunhat.,neutral
305,A man is not wearing a sunhat.,A man is not wearing a hat.,neutral,sunhat,hat,14,A man is wearing a sunhat.,A man is wearing a hat.,entailment
306,There is not a single person walking in the city.,There is not a single sculptor walking in the city.,entailment,person,sculptor,15,There is a single person walking in the city.,There is a single sculptor walking in the city.,neutral
307,There is not a single sculptor walking in the city.,There is not a single person walking in the city.,neutral,sculptor,person,15,There is a single sculptor walking in the city.,There is a single person walking in the city.,entailment
308,There is not a single person walking in the city.,There is not a single mover walking in the city.,entailment,person,mover,15,There is a single person walking in the city.,There is a single mover walking in the city.,neutral
309,There is not a single mover walking in the city.,There is not a single person walking in the city.,neutral,mover,person,15,There is a single mover walking in the city.,There is a single person walking in the city.,entailment
310,There is not a single person walking in the city.,There is not a single matriarch walking in the city.,entailment,person,matriarch,15,There is a single person walking in the city.,There is a single matriarch walking in the city.,neutral
311,There is not a single matriarch walking in the city.,There is not a single person walking in the city.,neutral,matriarch,person,15,There is a single matriarch walking in the city.,There is a single person walking in the city.,entailment
312,There is not a single person walking in the city.,There is not a single landscaper walking in the city.,entailment,person,landscaper,15,There is a single person walking in the city.,There is a single landscaper walking in the city.,neutral
313,There is not a single landscaper walking in the city.,There is not a single person walking in the city.,neutral,landscaper,person,15,There is a single landscaper walking in the city.,There is a single person walking in the city.,entailment
314,There is not a single person walking in the city.,There is not a single nanny walking in the city.,entailment,person,nanny,15,There is a single person walking in the city.,There is a single nanny walking in the city.,neutral
315,There is not a single nanny walking in the city.,There is not a single person walking in the city.,neutral,nanny,person,15,There is a single nanny walking in the city.,There is a single person walking in the city.,entailment
316,There is not a single person walking in the city.,There is not a single ambassador walking in the city.,entailment,person,ambassador,15,There is a single person walking in the city.,There is a single ambassador walking in the city.,neutral
317,There is not a single ambassador walking in the city.,There is not a single person walking in the city.,neutral,ambassador,person,15,There is a single ambassador walking in the city.,There is a single person walking in the city.,entailment
318,There is not a single person walking in the city.,There is not a single rescuer walking in the city.,entailment,person,rescuer,15,There is a single person walking in the city.,There is a single rescuer walking in the city.,neutral
319,There is not a single rescuer walking in the city.,There is not a single person walking in the city.,neutral,rescuer,person,15,There is a single rescuer walking in the city.,There is a single person walking in the city.,entailment
320,There is not a single person walking in the city.,There is not a single Persian walking in the city.,entailment,person,persian,15,There is a single person walking in the city.,There is a single persian walking in the city.,neutral
321,There is not a single Persian walking in the city.,There is not a single person walking in the city.,neutral,persian,person,15,There is a single persian walking in the city.,There is a single person walking in the city.,entailment
322,There is not a single person walking in the city.,There is not a single volunteer walking in the city.,entailment,person,volunteer,15,There is a single person walking in the city.,There is a single volunteer walking in the city.,neutral
323,There is not a single volunteer walking in the city.,There is not a single person walking in the city.,neutral,volunteer,person,15,There is a single volunteer walking in the city.,There is a single person walking in the city.,entailment
324,There is not a single person walking in the city.,There is not a single Greek walking in the city.,entailment,person,greek,15,There is a single person walking in the city.,There is a single greek walking in the city.,neutral
325,There is not a single Greek walking in the city.,There is not a single person walking in the city.,neutral,greek,person,15,There is a single greek walking in the city.,There is a single person walking in the city.,entailment
326,There is not a single person walking in the city.,There is not a single gambler walking in the city.,entailment,person,gambler,15,There is a single person walking in the city.,There is a single gambler walking in the city.,neutral
327,There is not a single gambler walking in the city.,There is not a single person walking in the city.,neutral,gambler,person,15,There is a single gambler walking in the city.,There is a single person walking in the city.,entailment
328,There is not a single person walking in the city.,There is not a single debutante walking in the city.,entailment,person,debutante,15,There is a single person walking in the city.,There is a single debutante walking in the city.,neutral
329,There is not a single debutante walking in the city.,There is not a single person walking in the city.,neutral,debutante,person,15,There is a single debutante walking in the city.,There is a single person walking in the city.,entailment
330,There is not a single person walking in the city.,There is not a single girl walking in the city.,entailment,person,girl,15,There is a single person walking in the city.,There is a single girl walking in the city.,neutral
331,There is not a single girl walking in the city.,There is not a single person walking in the city.,neutral,girl,person,15,There is a single girl walking in the city.,There is a single person walking in the city.,entailment
332,There is not a single person walking in the city.,There is not a single painter walking in the city.,entailment,person,painter,15,There is a single person walking in the city.,There is a single painter walking in the city.,neutral
333,There is not a single painter walking in the city.,There is not a single person walking in the city.,neutral,painter,person,15,There is a single painter walking in the city.,There is a single person walking in the city.,entailment
334,There is not a single person walking in the city.,There is not a single politician walking in the city.,entailment,person,politician,15,There is a single person walking in the city.,There is a single politician walking in the city.,neutral
335,There is not a single politician walking in the city.,There is not a single person walking in the city.,neutral,politician,person,15,There is a single politician walking in the city.,There is a single person walking in the city.,entailment
336,There is not a single person walking in the city.,There is not a single woman walking in the city.,entailment,person,woman,15,There is a single person walking in the city.,There is a single woman walking in the city.,neutral
337,There is not a single woman walking in the city.,There is not a single person walking in the city.,neutral,woman,person,15,There is a single woman walking in the city.,There is a single person walking in the city.,entailment
338,There is not a single person walking in the city.,There is not a single prince walking in the city.,entailment,person,prince,15,There is a single person walking in the city.,There is a single prince walking in the city.,neutral
339,There is not a single prince walking in the city.,There is not a single person walking in the city.,neutral,prince,person,15,There is a single prince walking in the city.,There is a single person walking in the city.,entailment
340,There is not a single person walking in the city.,There is not a single butcher walking in the city.,entailment,person,butcher,15,There is a single person walking in the city.,There is a single butcher walking in the city.,neutral
341,There is not a single butcher walking in the city.,There is not a single person walking in the city.,neutral,butcher,person,15,There is a single butcher walking in the city.,There is a single person walking in the city.,entailment
342,There is not a single person walking in the city.,There is not a single juvenile walking in the city.,entailment,person,juvenile,15,There is a single person walking in the city.,There is a single juvenile walking in the city.,neutral
343,There is not a single juvenile walking in the city.,There is not a single person walking in the city.,neutral,juvenile,person,15,There is a single juvenile walking in the city.,There is a single person walking in the city.,entailment
344,There is not a single person walking in the city.,There is not a single pagan walking in the city.,entailment,person,pagan,15,There is a single person walking in the city.,There is a single pagan walking in the city.,neutral
345,There is not a single pagan walking in the city.,There is not a single person walking in the city.,neutral,pagan,person,15,There is a single pagan walking in the city.,There is a single person walking in the city.,entailment
346,There is not a single person walking in the city.,There is not a single craftsman walking in the city.,entailment,person,craftsman,15,There is a single person walking in the city.,There is a single craftsman walking in the city.,neutral
347,There is not a single craftsman walking in the city.,There is not a single person walking in the city.,neutral,craftsman,person,15,There is a single craftsman walking in the city.,There is a single person walking in the city.,entailment
348,There is not a single person walking in the city.,There is not a single nerd walking in the city.,entailment,person,nerd,15,There is a single person walking in the city.,There is a single nerd walking in the city.,neutral
349,There is not a single nerd walking in the city.,There is not a single person walking in the city.,neutral,nerd,person,15,There is a single nerd walking in the city.,There is a single person walking in the city.,entailment
350,There is not a single person walking in the city.,There is not a single psychic walking in the city.,entailment,person,psychic,15,There is a single person walking in the city.,There is a single psychic walking in the city.,neutral
351,There is not a single psychic walking in the city.,There is not a single person walking in the city.,neutral,psychic,person,15,There is a single psychic walking in the city.,There is a single person walking in the city.,entailment
352,There is not a single person walking in the city.,There is not a single Indonesian walking in the city.,entailment,person,indonesian,15,There is a single person walking in the city.,There is a single indonesian walking in the city.,neutral
353,There is not a single Indonesian walking in the city.,There is not a single person walking in the city.,neutral,indonesian,person,15,There is a single indonesian walking in the city.,There is a single person walking in the city.,entailment
354,There is not a single person walking in the city.,There is not a single smith walking in the city.,entailment,person,smith,15,There is a single person walking in the city.,There is a single smith walking in the city.,neutral
355,There is not a single smith walking in the city.,There is not a single person walking in the city.,neutral,smith,person,15,There is a single smith walking in the city.,There is a single person walking in the city.,entailment
356,There is not a single person walking in the city.,There is not a single skier walking in the city.,entailment,person,skier,15,There is a single person walking in the city.,There is a single skier walking in the city.,neutral
357,There is not a single skier walking in the city.,There is not a single person walking in the city.,neutral,skier,person,15,There is a single skier walking in the city.,There is a single person walking in the city.,entailment
358,There is not a single person walking in the city.,There is not a single conservative walking in the city.,entailment,person,conservative,15,There is a single person walking in the city.,There is a single conservative walking in the city.,neutral
359,There is not a single conservative walking in the city.,There is not a single person walking in the city.,neutral,conservative,person,15,There is a single conservative walking in the city.,There is a single person walking in the city.,entailment
360,There is not a single person walking in the city.,There is not a single addict walking in the city.,entailment,person,addict,15,There is a single person walking in the city.,There is a single addict walking in the city.,neutral
361,There is not a single addict walking in the city.,There is not a single person walking in the city.,neutral,addict,person,15,There is a single addict walking in the city.,There is a single person walking in the city.,entailment
362,There is not a single person walking in the city.,There is not a single gymnast walking in the city.,entailment,person,gymnast,15,There is a single person walking in the city.,There is a single gymnast walking in the city.,neutral
363,There is not a single gymnast walking in the city.,There is not a single person walking in the city.,neutral,gymnast,person,15,There is a single gymnast walking in the city.,There is a single person walking in the city.,entailment
364,There is not a single person walking in the city.,There is not a single convict walking in the city.,entailment,person,convict,15,There is a single person walking in the city.,There is a single convict walking in the city.,neutral
365,There is not a single convict walking in the city.,There is not a single person walking in the city.,neutral,convict,person,15,There is a single convict walking in the city.,There is a single person walking in the city.,entailment
366,There is not a single person walking in the city.,There is not a single serviceman walking in the city.,entailment,person,serviceman,15,There is a single person walking in the city.,There is a single serviceman walking in the city.,neutral
367,There is not a single serviceman walking in the city.,There is not a single person walking in the city.,neutral,serviceman,person,15,There is a single serviceman walking in the city.,There is a single person walking in the city.,entailment
368,There is not a single person walking in the city.,There is not a single African walking in the city.,entailment,person,african,15,There is a single person walking in the city.,There is a single african walking in the city.,neutral
369,There is not a single African walking in the city.,There is not a single person walking in the city.,neutral,african,person,15,There is a single african walking in the city.,There is a single person walking in the city.,entailment
370,There is not a single person walking in the city.,There is not a single adventurer walking in the city.,entailment,person,adventurer,15,There is a single person walking in the city.,There is a single adventurer walking in the city.,neutral
371,There is not a single adventurer walking in the city.,There is not a single person walking in the city.,neutral,adventurer,person,15,There is a single adventurer walking in the city.,There is a single person walking in the city.,entailment
372,There is not a single person walking in the city.,There is not a single groupie walking in the city.,entailment,person,groupie,15,There is a single person walking in the city.,There is a single groupie walking in the city.,neutral
373,There is not a single groupie walking in the city.,There is not a single person walking in the city.,neutral,groupie,person,15,There is a single groupie walking in the city.,There is a single person walking in the city.,entailment
374,There is not a single person walking in the city.,There is not a single survivalist walking in the city.,entailment,person,survivalist,15,There is a single person walking in the city.,There is a single survivalist walking in the city.,neutral
375,There is not a single survivalist walking in the city.,There is not a single person walking in the city.,neutral,survivalist,person,15,There is a single survivalist walking in the city.,There is a single person walking in the city.,entailment
376,There is not a single person walking in the city.,There is not a single merchant walking in the city.,entailment,person,merchant,15,There is a single person walking in the city.,There is a single merchant walking in the city.,neutral
377,There is not a single merchant walking in the city.,There is not a single person walking in the city.,neutral,merchant,person,15,There is a single merchant walking in the city.,There is a single person walking in the city.,entailment
378,There is not a single person walking in the city.,There is not a single hacker walking in the city.,entailment,person,hacker,15,There is a single person walking in the city.,There is a single hacker walking in the city.,neutral
379,There is not a single hacker walking in the city.,There is not a single person walking in the city.,neutral,hacker,person,15,There is a single hacker walking in the city.,There is a single person walking in the city.,entailment
380,There is not a single person walking in the city.,There is not a single philosopher walking in the city.,entailment,person,philosopher,15,There is a single person walking in the city.,There is a single philosopher walking in the city.,neutral
381,There is not a single philosopher walking in the city.,There is not a single person walking in the city.,neutral,philosopher,person,15,There is a single philosopher walking in the city.,There is a single person walking in the city.,entailment
382,There is not a single person walking in the city.,There is not a single aviator walking in the city.,entailment,person,aviator,15,There is a single person walking in the city.,There is a single aviator walking in the city.,neutral
383,There is not a single aviator walking in the city.,There is not a single person walking in the city.,neutral,aviator,person,15,There is a single aviator walking in the city.,There is a single person walking in the city.,entailment
384,There is not a single person walking in the city.,There is not a single immigrant walking in the city.,entailment,person,immigrant,15,There is a single person walking in the city.,There is a single immigrant walking in the city.,neutral
385,There is not a single immigrant walking in the city.,There is not a single person walking in the city.,neutral,immigrant,person,15,There is a single immigrant walking in the city.,There is a single person walking in the city.,entailment
386,There is not a single person walking in the city.,There is not a single king walking in the city.,entailment,person,king,15,There is a single person walking in the city.,There is a single king walking in the city.,neutral
387,There is not a single king walking in the city.,There is not a single person walking in the city.,neutral,king,person,15,There is a single king walking in the city.,There is a single person walking in the city.,entailment
388,There is not a single person walking in the city.,There is not a single worshiper walking in the city.,entailment,person,worshiper,15,There is a single person walking in the city.,There is a single worshiper walking in the city.,neutral
389,There is not a single worshiper walking in the city.,There is not a single person walking in the city.,neutral,worshiper,person,15,There is a single worshiper walking in the city.,There is a single person walking in the city.,entailment
390,There is not a single person walking in the city.,There is not a single skydiver walking in the city.,entailment,person,skydiver,15,There is a single person walking in the city.,There is a single skydiver walking in the city.,neutral
391,There is not a single skydiver walking in the city.,There is not a single person walking in the city.,neutral,skydiver,person,15,There is a single skydiver walking in the city.,There is a single person walking in the city.,entailment
392,There is not a single person walking in the city.,There is not a single official walking in the city.,entailment,person,official,15,There is a single person walking in the city.,There is a single official walking in the city.,neutral
393,There is not a single official walking in the city.,There is not a single person walking in the city.,neutral,official,person,15,There is a single official walking in the city.,There is a single person walking in the city.,entailment
394,There is not a single person walking in the city.,There is not a single Romanian walking in the city.,entailment,person,romanian,15,There is a single person walking in the city.,There is a single romanian walking in the city.,neutral
395,There is not a single Romanian walking in the city.,There is not a single person walking in the city.,neutral,romanian,person,15,There is a single romanian walking in the city.,There is a single person walking in the city.,entailment
396,There is not a single person walking in the city.,There is not a single photographer walking in the city.,entailment,person,photographer,15,There is a single person walking in the city.,There is a single photographer walking in the city.,neutral
397,There is not a single photographer walking in the city.,There is not a single person walking in the city.,neutral,photographer,person,15,There is a single photographer walking in the city.,There is a single person walking in the city.,entailment
398,There is not a single person walking in the city.,There is not a single Belgian walking in the city.,entailment,person,belgian,15,There is a single person walking in the city.,There is a single belgian walking in the city.,neutral
399,There is not a single Belgian walking in the city.,There is not a single person walking in the city.,neutral,belgian,person,15,There is a single belgian walking in the city.,There is a single person walking in the city.,entailment
400,There is not a single person walking in the city.,There is not a single athlete walking in the city.,entailment,person,athlete,15,There is a single person walking in the city.,There is a single athlete walking in the city.,neutral
401,There is not a single athlete walking in the city.,There is not a single person walking in the city.,neutral,athlete,person,15,There is a single athlete walking in the city.,There is a single person walking in the city.,entailment
402,There is not a single person walking in the city.,There is not a single Democrat walking in the city.,entailment,person,democrat,15,There is a single person walking in the city.,There is a single democrat walking in the city.,neutral
403,There is not a single Democrat walking in the city.,There is not a single person walking in the city.,neutral,democrat,person,15,There is a single democrat walking in the city.,There is a single person walking in the city.,entailment
404,There is not a single person walking in the city.,There is not a single Jew walking in the city.,entailment,person,jew,15,There is a single person walking in the city.,There is a single jew walking in the city.,neutral
405,There is not a single Jew walking in the city.,There is not a single person walking in the city.,neutral,jew,person,15,There is a single jew walking in the city.,There is a single person walking in the city.,entailment
406,There is not a single person walking in the city.,There is not a single adult walking in the city.,entailment,person,adult,15,There is a single person walking in the city.,There is a single adult walking in the city.,neutral
407,There is not a single adult walking in the city.,There is not a single person walking in the city.,neutral,adult,person,15,There is a single adult walking in the city.,There is a single person walking in the city.,entailment
408,There is not a single person walking in the city.,There is not a single ninja walking in the city.,entailment,person,ninja,15,There is a single person walking in the city.,There is a single ninja walking in the city.,neutral
409,There is not a single ninja walking in the city.,There is not a single person walking in the city.,neutral,ninja,person,15,There is a single ninja walking in the city.,There is a single person walking in the city.,entailment
410,There is not a single person walking in the city.,There is not a single billionaire walking in the city.,entailment,person,billionaire,15,There is a single person walking in the city.,There is a single billionaire walking in the city.,neutral
411,There is not a single billionaire walking in the city.,There is not a single person walking in the city.,neutral,billionaire,person,15,There is a single billionaire walking in the city.,There is a single person walking in the city.,entailment
412,There is not a single person walking in the city.,There is not a single child walking in the city.,entailment,person,child,15,There is a single person walking in the city.,There is a single child walking in the city.,neutral
413,There is not a single child walking in the city.,There is not a single person walking in the city.,neutral,child,person,15,There is a single child walking in the city.,There is a single person walking in the city.,entailment
414,There is not a single person walking in the city.,There is not a single amputee walking in the city.,entailment,person,amputee,15,There is a single person walking in the city.,There is a single amputee walking in the city.,neutral
415,There is not a single amputee walking in the city.,There is not a single person walking in the city.,neutral,amputee,person,15,There is a single amputee walking in the city.,There is a single person walking in the city.,entailment
416,There is not a single person walking in the city.,There is not a single geologist walking in the city.,entailment,person,geologist,15,There is a single person walking in the city.,There is a single geologist walking in the city.,neutral
417,There is not a single geologist walking in the city.,There is not a single person walking in the city.,neutral,geologist,person,15,There is a single geologist walking in the city.,There is a single person walking in the city.,entailment
418,There is not a single person walking in the city.,There is not a single comedian walking in the city.,entailment,person,comedian,15,There is a single person walking in the city.,There is a single comedian walking in the city.,neutral
419,There is not a single comedian walking in the city.,There is not a single person walking in the city.,neutral,comedian,person,15,There is a single comedian walking in the city.,There is a single person walking in the city.,entailment
420,There is not a single person walking in the city.,There is not a single stagehand walking in the city.,entailment,person,stagehand,15,There is a single person walking in the city.,There is a single stagehand walking in the city.,neutral
421,There is not a single stagehand walking in the city.,There is not a single person walking in the city.,neutral,stagehand,person,15,There is a single stagehand walking in the city.,There is a single person walking in the city.,entailment
422,There is not a single person walking in the city.,There is not a single cashier walking in the city.,entailment,person,cashier,15,There is a single person walking in the city.,There is a single cashier walking in the city.,neutral
423,There is not a single cashier walking in the city.,There is not a single person walking in the city.,neutral,cashier,person,15,There is a single cashier walking in the city.,There is a single person walking in the city.,entailment
424,There is not a single person walking in the city.,There is not a single firefighter walking in the city.,entailment,person,firefighter,15,There is a single person walking in the city.,There is a single firefighter walking in the city.,neutral
425,There is not a single firefighter walking in the city.,There is not a single person walking in the city.,neutral,firefighter,person,15,There is a single firefighter walking in the city.,There is a single person walking in the city.,entailment
426,There is not a single person walking in the city.,There is not a single hunchback walking in the city.,entailment,person,hunchback,15,There is a single person walking in the city.,There is a single hunchback walking in the city.,neutral
427,There is not a single hunchback walking in the city.,There is not a single person walking in the city.,neutral,hunchback,person,15,There is a single hunchback walking in the city.,There is a single person walking in the city.,entailment
428,There is not a single person walking in the city.,There is not a single programmer walking in the city.,entailment,person,programmer,15,There is a single person walking in the city.,There is a single programmer walking in the city.,neutral
429,There is not a single programmer walking in the city.,There is not a single person walking in the city.,neutral,programmer,person,15,There is a single programmer walking in the city.,There is a single person walking in the city.,entailment
430,There is not a single person walking in the city.,There is not a single waiter walking in the city.,entailment,person,waiter,15,There is a single person walking in the city.,There is a single waiter walking in the city.,neutral
431,There is not a single waiter walking in the city.,There is not a single person walking in the city.,neutral,waiter,person,15,There is a single waiter walking in the city.,There is a single person walking in the city.,entailment
432,There is not a single person walking in the city.,There is not a single bachelor walking in the city.,entailment,person,bachelor,15,There is a single person walking in the city.,There is a single bachelor walking in the city.,neutral
433,There is not a single bachelor walking in the city.,There is not a single person walking in the city.,neutral,bachelor,person,15,There is a single bachelor walking in the city.,There is a single person walking in the city.,entailment
434,There is not a single person walking in the city.,There is not a single hippie walking in the city.,entailment,person,hippie,15,There is a single person walking in the city.,There is a single hippie walking in the city.,neutral
435,There is not a single hippie walking in the city.,There is not a single person walking in the city.,neutral,hippie,person,15,There is a single hippie walking in the city.,There is a single person walking in the city.,entailment
436,There is not a single person walking in the city.,There is not a single detective walking in the city.,entailment,person,detective,15,There is a single person walking in the city.,There is a single detective walking in the city.,neutral
437,There is not a single detective walking in the city.,There is not a single person walking in the city.,neutral,detective,person,15,There is a single detective walking in the city.,There is a single person walking in the city.,entailment
438,There is not a single person walking in the city.,There is not a single cheerleader walking in the city.,entailment,person,cheerleader,15,There is a single person walking in the city.,There is a single cheerleader walking in the city.,neutral
439,There is not a single cheerleader walking in the city.,There is not a single person walking in the city.,neutral,cheerleader,person,15,There is a single cheerleader walking in the city.,There is a single person walking in the city.,entailment
440,There is not a single person walking in the city.,There is not a single uncle walking in the city.,entailment,person,uncle,15,There is a single person walking in the city.,There is a single uncle walking in the city.,neutral
441,There is not a single uncle walking in the city.,There is not a single person walking in the city.,neutral,uncle,person,15,There is a single uncle walking in the city.,There is a single person walking in the city.,entailment
442,There is not a single person walking in the city.,There is not a single homeowner walking in the city.,entailment,person,homeowner,15,There is a single person walking in the city.,There is a single homeowner walking in the city.,neutral
443,There is not a single homeowner walking in the city.,There is not a single person walking in the city.,neutral,homeowner,person,15,There is a single homeowner walking in the city.,There is a single person walking in the city.,entailment
444,There is not a single person walking in the city.,There is not a single stylist walking in the city.,entailment,person,stylist,15,There is a single person walking in the city.,There is a single stylist walking in the city.,neutral
445,There is not a single stylist walking in the city.,There is not a single person walking in the city.,neutral,stylist,person,15,There is a single stylist walking in the city.,There is a single person walking in the city.,entailment
446,There is not a single person walking in the city.,There is not a single rabbi walking in the city.,entailment,person,rabbi,15,There is a single person walking in the city.,There is a single rabbi walking in the city.,neutral
447,There is not a single rabbi walking in the city.,There is not a single person walking in the city.,neutral,rabbi,person,15,There is a single rabbi walking in the city.,There is a single person walking in the city.,entailment
448,There is not a single person walking in the city.,There is not a single musher walking in the city.,entailment,person,musher,15,There is a single person walking in the city.,There is a single musher walking in the city.,neutral
449,There is not a single musher walking in the city.,There is not a single person walking in the city.,neutral,musher,person,15,There is a single musher walking in the city.,There is a single person walking in the city.,entailment
450,There is not a single person walking in the city.,There is not a single veteran walking in the city.,entailment,person,veteran,15,There is a single person walking in the city.,There is a single veteran walking in the city.,neutral
451,There is not a single veteran walking in the city.,There is not a single person walking in the city.,neutral,veteran,person,15,There is a single veteran walking in the city.,There is a single person walking in the city.,entailment
452,There is not a single person walking in the city.,There is not a single queen walking in the city.,entailment,person,queen,15,There is a single person walking in the city.,There is a single queen walking in the city.,neutral
453,There is not a single queen walking in the city.,There is not a single person walking in the city.,neutral,queen,person,15,There is a single queen walking in the city.,There is a single person walking in the city.,entailment
454,There is not a single person walking in the city.,There is not a single missionary walking in the city.,entailment,person,missionary,15,There is a single person walking in the city.,There is a single missionary walking in the city.,neutral
455,There is not a single missionary walking in the city.,There is not a single person walking in the city.,neutral,missionary,person,15,There is a single missionary walking in the city.,There is a single person walking in the city.,entailment
