,sentence1,sentence2,gold_label,sentence1_lex,sentence2_lex,group_index,sentence1_edited,sentence2_edited,gold_label_edited
219,The people are not playing violins.,The people are not playing instruments.,neutral,violins,instruments,12,To believe that the people are not playing violins is to believe a falsity.,To believe that the people are not playing instruments is to believe a falsity.,entailment
220,The people are not playing instruments.,The people are not playing flutes.,entailment,instruments,flutes,12,To believe that the people are not playing instruments is to believe a falsity.,To believe that the people are not playing flutes is to believe a falsity.,neutral
221,The people are not playing flutes.,The people are not playing instruments.,neutral,flutes,instruments,12,To believe that the people are not playing flutes is to believe a falsity.,To believe that the people are not playing instruments is to believe a falsity.,entailment
222,The people are not playing instruments.,The people are not playing snares.,entailment,instruments,snares,12,To believe that the people are not playing instruments is to believe a falsity.,To believe that the people are not playing snares is to believe a falsity.,neutral
223,The people are not playing snares.,The people are not playing instruments.,neutral,snares,instruments,12,To believe that the people are not playing snares is to believe a falsity.,To believe that the people are not playing instruments is to believe a falsity.,entailment
224,The people are not playing instruments.,The people are not playing xylophones.,entailment,instruments,xylophones,12,To believe that the people are not playing instruments is to believe a falsity.,To believe that the people are not playing xylophones is to believe a falsity.,neutral
225,The people are not playing xylophones.,The people are not playing instruments.,neutral,xylophones,instruments,12,To believe that the people are not playing xylophones is to believe a falsity.,To believe that the people are not playing instruments is to believe a falsity.,entailment
226,The people are not playing instruments.,The people are not playing trombones.,entailment,instruments,trombones,12,To believe that the people are not playing instruments is to believe a falsity.,To believe that the people are not playing trombones is to believe a falsity.,neutral
227,The people are not playing trombones.,The people are not playing instruments.,neutral,trombones,instruments,12,To believe that the people are not playing trombones is to believe a falsity.,To believe that the people are not playing instruments is to believe a falsity.,entailment
228,The people are not playing instruments.,The people are not playing oboes.,entailment,instruments,oboes,12,To believe that the people are not playing instruments is to believe a falsity.,To believe that the people are not playing oboes is to believe a falsity.,neutral
229,The people are not playing oboes.,The people are not playing instruments.,neutral,oboes,instruments,12,To believe that the people are not playing oboes is to believe a falsity.,To believe that the people are not playing instruments is to believe a falsity.,entailment
230,The people are not playing instruments.,The people are not playing sitars.,entailment,instruments,sitars,12,To believe that the people are not playing instruments is to believe a falsity.,To believe that the people are not playing sitars is to believe a falsity.,neutral
231,The people are not playing sitars.,The people are not playing instruments.,neutral,sitars,instruments,12,To believe that the people are not playing sitars is to believe a falsity.,To believe that the people are not playing instruments is to believe a falsity.,entailment
232,The people are not playing instruments.,The people are not playing clarinets.,entailment,instruments,clarinets,12,To believe that the people are not playing instruments is to believe a falsity.,To believe that the people are not playing clarinets is to believe a falsity.,neutral
233,The people are not playing clarinets.,The people are not playing instruments.,neutral,clarinets,instruments,12,To believe that the people are not playing clarinets is to believe a falsity.,To believe that the people are not playing instruments is to believe a falsity.,entailment
234,The people are not playing instruments.,The people are not playing tambourines.,entailment,instruments,tambourines,12,To believe that the people are not playing instruments is to believe a falsity.,To believe that the people are not playing tambourines is to believe a falsity.,neutral
235,The people are not playing tambourines.,The people are not playing instruments.,neutral,tambourines,instruments,12,To believe that the people are not playing tambourines is to believe a falsity.,To believe that the people are not playing instruments is to believe a falsity.,entailment
236,The people are not playing instruments.,The people are not playing accordions.,entailment,instruments,accordions,12,To believe that the people are not playing instruments is to believe a falsity.,To believe that the people are not playing accordions is to believe a falsity.,neutral
237,The people are not playing accordions.,The people are not playing instruments.,neutral,accordions,instruments,12,To believe that the people are not playing accordions is to believe a falsity.,To believe that the people are not playing instruments is to believe a falsity.,entailment
238,The people are not playing instruments.,The people are not playing bagpipes.,entailment,instruments,bagpipes,12,To believe that the people are not playing instruments is to believe a falsity.,To believe that the people are not playing bagpipes is to believe a falsity.,neutral
239,The people are not playing bagpipes.,The people are not playing instruments.,neutral,bagpipes,instruments,12,To believe that the people are not playing bagpipes is to believe a falsity.,To believe that the people are not playing instruments is to believe a falsity.,entailment
240,The people are not playing instruments.,The people are not playing trumpets.,entailment,instruments,trumpets,12,To believe that the people are not playing instruments is to believe a falsity.,To believe that the people are not playing trumpets is to believe a falsity.,neutral
241,The people are not playing trumpets.,The people are not playing instruments.,neutral,trumpets,instruments,12,To believe that the people are not playing trumpets is to believe a falsity.,To believe that the people are not playing instruments is to believe a falsity.,entailment
242,The people are not playing instruments.,The people are not playing horns.,entailment,instruments,horns,12,To believe that the people are not playing instruments is to believe a falsity.,To believe that the people are not playing horns is to believe a falsity.,neutral
243,The people are not playing horns.,The people are not playing instruments.,neutral,horns,instruments,12,To believe that the people are not playing horns is to believe a falsity.,To believe that the people are not playing instruments is to believe a falsity.,entailment
244,The people are not playing instruments.,The people are not playing guitars.,entailment,instruments,guitars,12,To believe that the people are not playing instruments is to believe a falsity.,To believe that the people are not playing guitars is to believe a falsity.,neutral
245,The people are not playing guitars.,The people are not playing instruments.,neutral,guitars,instruments,12,To believe that the people are not playing guitars is to believe a falsity.,To believe that the people are not playing instruments is to believe a falsity.,entailment
246,The man is not listening to music.,The man is not listening to jazz.,entailment,music,jazz,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to jazz.,neutral
247,The man is not listening to jazz.,The man is not listening to music.,neutral,jazz,music,13,It is a lie that the man is not listening to jazz.,It is a lie that the man is not listening to music.,entailment
248,The man is not listening to music.,The man is not listening to blues.,entailment,music,blues,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to blues.,neutral
249,The man is not listening to blues.,The man is not listening to music.,neutral,blues,music,13,It is a lie that the man is not listening to blues.,It is a lie that the man is not listening to music.,entailment
250,The man is not listening to music.,The man is not listening to Mozart.,entailment,music,mozart,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to mozart.,neutral
251,The man is not listening to Mozart.,The man is not listening to music.,neutral,mozart,music,13,It is a lie that the man is not listening to mozart.,It is a lie that the man is not listening to music.,entailment
252,The man is not listening to music.,The man is not listening to disco.,entailment,music,disco,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to disco.,neutral
253,The man is not listening to disco.,The man is not listening to music.,neutral,disco,music,13,It is a lie that the man is not listening to disco.,It is a lie that the man is not listening to music.,entailment
254,The man is not listening to music.,The man is not listening to rap.,entailment,music,rap,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to rap.,neutral
255,The man is not listening to rap.,The man is not listening to music.,neutral,rap,music,13,It is a lie that the man is not listening to rap.,It is a lie that the man is not listening to music.,entailment
256,The man is not listening to music.,The man is not listening to boogie.,entailment,music,boogie,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to boogie.,neutral
257,The man is not listening to boogie.,The man is not listening to music.,neutral,boogie,music,13,It is a lie that the man is not listening to boogie.,It is a lie that the man is not listening to music.,entailment
258,The man is not listening to music.,The man is not listening to reggae.,entailment,music,reggae,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to reggae.,neutral
259,The man is not listening to reggae.,The man is not listening to music.,neutral,reggae,music,13,It is a lie that the man is not listening to reggae.,It is a lie that the man is not listening to music.,entailment
260,The man is not listening to music.,The man is not listening to Bach.,entailment,music,bach,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to bach.,neutral
261,The man is not listening to Bach.,The man is not listening to music.,neutral,bach,music,13,It is a lie that the man is not listening to bach.,It is a lie that the man is not listening to music.,entailment
262,The man is not listening to music.,The man is not listening to gospel.,entailment,music,gospel,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to gospel.,neutral
263,The man is not listening to gospel.,The man is not listening to music.,neutral,gospel,music,13,It is a lie that the man is not listening to gospel.,It is a lie that the man is not listening to music.,entailment
264,The man is not listening to music.,The man is not listening to punk.,entailment,music,punk,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to punk.,neutral
265,The man is not listening to punk.,The man is not listening to music.,neutral,punk,music,13,It is a lie that the man is not listening to punk.,It is a lie that the man is not listening to music.,entailment
266,The man is not listening to music.,The man is not listening to classical.,entailment,music,classical,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to classical.,neutral
267,The man is not listening to classical.,The man is not listening to music.,neutral,classical,music,13,It is a lie that the man is not listening to classical.,It is a lie that the man is not listening to music.,entailment
268,The man is not listening to music.,The man is not listening to polka.,entailment,music,polka,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to polka.,neutral
269,The man is not listening to polka.,The man is not listening to music.,neutral,polka,music,13,It is a lie that the man is not listening to polka.,It is a lie that the man is not listening to music.,entailment
270,The man is not listening to music.,The man is not listening to bluegrass.,entailment,music,bluegrass,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to bluegrass.,neutral
271,The man is not listening to bluegrass.,The man is not listening to music.,neutral,bluegrass,music,13,It is a lie that the man is not listening to bluegrass.,It is a lie that the man is not listening to music.,entailment
272,The man is not listening to music.,The man is not listening to hip-hop.,entailment,music,hip-hop,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to hip-hop.,neutral
273,The man is not listening to hip-hop.,The man is not listening to music.,neutral,hip-hop,music,13,It is a lie that the man is not listening to hip-hop.,It is a lie that the man is not listening to music.,entailment
274,The man is not listening to music.,The man is not listening to folk.,entailment,music,folk,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to folk.,neutral
275,The man is not listening to folk.,The man is not listening to music.,neutral,folk,music,13,It is a lie that the man is not listening to folk.,It is a lie that the man is not listening to music.,entailment
276,The man is not listening to music.,The man is not listening to samba.,entailment,music,samba,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to samba.,neutral
277,The man is not listening to samba.,The man is not listening to music.,neutral,samba,music,13,It is a lie that the man is not listening to samba.,It is a lie that the man is not listening to music.,entailment
278,The man is not listening to music.,The man is not listening to ragtime.,entailment,music,ragtime,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to ragtime.,neutral
279,The man is not listening to ragtime.,The man is not listening to music.,neutral,ragtime,music,13,It is a lie that the man is not listening to ragtime.,It is a lie that the man is not listening to music.,entailment
280,The man is not listening to music.,The man is not listening to opera.,entailment,music,opera,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to opera.,neutral
281,The man is not listening to opera.,The man is not listening to music.,neutral,opera,music,13,It is a lie that the man is not listening to opera.,It is a lie that the man is not listening to music.,entailment
282,The man is not listening to music.,The man is not listening to Chopin.,entailment,music,chopin,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to chopin.,neutral
283,The man is not listening to Chopin.,The man is not listening to music.,neutral,chopin,music,13,It is a lie that the man is not listening to chopin.,It is a lie that the man is not listening to music.,entailment
284,The man is not listening to music.,The man is not listening to techno.,entailment,music,techno,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to techno.,neutral
285,The man is not listening to techno.,The man is not listening to music.,neutral,techno,music,13,It is a lie that the man is not listening to techno.,It is a lie that the man is not listening to music.,entailment
286,The man is not listening to music.,The man is not listening to Wagner.,entailment,music,wagner,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to wagner.,neutral
287,The man is not listening to Wagner.,The man is not listening to music.,neutral,wagner,music,13,It is a lie that the man is not listening to wagner.,It is a lie that the man is not listening to music.,entailment
288,The man is not listening to music.,The man is not listening to rockabilly.,entailment,music,rockabilly,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to rockabilly.,neutral
289,The man is not listening to rockabilly.,The man is not listening to music.,neutral,rockabilly,music,13,It is a lie that the man is not listening to rockabilly.,It is a lie that the man is not listening to music.,entailment
290,The man is not listening to music.,The man is not listening to Beethoven.,entailment,music,beethoven,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to beethoven.,neutral
291,The man is not listening to Beethoven.,The man is not listening to music.,neutral,beethoven,music,13,It is a lie that the man is not listening to beethoven.,It is a lie that the man is not listening to music.,entailment
292,The man is not listening to music.,The man is not listening to rock.,entailment,music,rock,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to rock.,neutral
293,The man is not listening to rock.,The man is not listening to music.,neutral,rock,music,13,It is a lie that the man is not listening to rock.,It is a lie that the man is not listening to music.,entailment
294,The man is not listening to music.,The man is not listening to soul.,entailment,music,soul,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to soul.,neutral
295,The man is not listening to soul.,The man is not listening to music.,neutral,soul,music,13,It is a lie that the man is not listening to soul.,It is a lie that the man is not listening to music.,entailment
296,The man is not listening to music.,The man is not listening to swing.,entailment,music,swing,13,It is a lie that the man is not listening to music.,It is a lie that the man is not listening to swing.,neutral
297,The man is not listening to swing.,The man is not listening to music.,neutral,swing,music,13,It is a lie that the man is not listening to swing.,It is a lie that the man is not listening to music.,entailment
298,A man is not wearing a hat.,A man is not wearing a sombrero.,entailment,hat,sombrero,14,It is not the casse that a man is not wearing a hat.,It is not the casse tsombrero a man is not wearing a sombrero.,neutral
299,A man is not wearing a sombrero.,A man is not wearing a hat.,neutral,sombrero,hat,14,It is not the casse tsombrero a man is not wearing a sombrero.,It is not the casse that a man is not wearing a hat.,entailment
300,A man is not wearing a hat.,A man is not wearing a bowler.,entailment,hat,bowler,14,It is not the casse that a man is not wearing a hat.,It is not the casse tbowler a man is not wearing a bowler.,neutral
301,A man is not wearing a bowler.,A man is not wearing a hat.,neutral,bowler,hat,14,It is not the casse tbowler a man is not wearing a bowler.,It is not the casse that a man is not wearing a hat.,entailment
302,A man is not wearing a hat.,A man is not wearing a fedora.,entailment,hat,fedora,14,It is not the casse that a man is not wearing a hat.,It is not the casse tfedora a man is not wearing a fedora.,neutral
303,A man is not wearing a fedora.,A man is not wearing a hat.,neutral,fedora,hat,14,It is not the casse tfedora a man is not wearing a fedora.,It is not the casse that a man is not wearing a hat.,entailment
304,A man is not wearing a hat.,A man is not wearing a sunhat.,entailment,hat,sunhat,14,It is not the casse that a man is not wearing a hat.,It is not the casse tsunhat a man is not wearing a sunhat.,neutral
305,A man is not wearing a sunhat.,A man is not wearing a hat.,neutral,sunhat,hat,14,It is not the casse tsunhat a man is not wearing a sunhat.,It is not the casse that a man is not wearing a hat.,entailment
306,There is not a single person walking in the city.,There is not a single sculptor walking in the city.,entailment,person,sculptor,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single sculptor walking in the city.,neutral
307,There is not a single sculptor walking in the city.,There is not a single person walking in the city.,neutral,sculptor,person,15,It is not true that there is not a single sculptor walking in the city.,It is not true that there is not a single person walking in the city.,entailment
308,There is not a single person walking in the city.,There is not a single mover walking in the city.,entailment,person,mover,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single mover walking in the city.,neutral
309,There is not a single mover walking in the city.,There is not a single person walking in the city.,neutral,mover,person,15,It is not true that there is not a single mover walking in the city.,It is not true that there is not a single person walking in the city.,entailment
310,There is not a single person walking in the city.,There is not a single matriarch walking in the city.,entailment,person,matriarch,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single matriarch walking in the city.,neutral
311,There is not a single matriarch walking in the city.,There is not a single person walking in the city.,neutral,matriarch,person,15,It is not true that there is not a single matriarch walking in the city.,It is not true that there is not a single person walking in the city.,entailment
312,There is not a single person walking in the city.,There is not a single landscaper walking in the city.,entailment,person,landscaper,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single landscaper walking in the city.,neutral
313,There is not a single landscaper walking in the city.,There is not a single person walking in the city.,neutral,landscaper,person,15,It is not true that there is not a single landscaper walking in the city.,It is not true that there is not a single person walking in the city.,entailment
314,There is not a single person walking in the city.,There is not a single nanny walking in the city.,entailment,person,nanny,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single nanny walking in the city.,neutral
315,There is not a single nanny walking in the city.,There is not a single person walking in the city.,neutral,nanny,person,15,It is not true that there is not a single nanny walking in the city.,It is not true that there is not a single person walking in the city.,entailment
316,There is not a single person walking in the city.,There is not a single ambassador walking in the city.,entailment,person,ambassador,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single ambassador walking in the city.,neutral
317,There is not a single ambassador walking in the city.,There is not a single person walking in the city.,neutral,ambassador,person,15,It is not true that there is not a single ambassador walking in the city.,It is not true that there is not a single person walking in the city.,entailment
318,There is not a single person walking in the city.,There is not a single rescuer walking in the city.,entailment,person,rescuer,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single rescuer walking in the city.,neutral
319,There is not a single rescuer walking in the city.,There is not a single person walking in the city.,neutral,rescuer,person,15,It is not true that there is not a single rescuer walking in the city.,It is not true that there is not a single person walking in the city.,entailment
320,There is not a single person walking in the city.,There is not a single Persian walking in the city.,entailment,person,persian,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single persian walking in the city.,neutral
321,There is not a single Persian walking in the city.,There is not a single person walking in the city.,neutral,persian,person,15,It is not true that there is not a single persian walking in the city.,It is not true that there is not a single person walking in the city.,entailment
322,There is not a single person walking in the city.,There is not a single volunteer walking in the city.,entailment,person,volunteer,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single volunteer walking in the city.,neutral
323,There is not a single volunteer walking in the city.,There is not a single person walking in the city.,neutral,volunteer,person,15,It is not true that there is not a single volunteer walking in the city.,It is not true that there is not a single person walking in the city.,entailment
324,There is not a single person walking in the city.,There is not a single Greek walking in the city.,entailment,person,greek,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single greek walking in the city.,neutral
325,There is not a single Greek walking in the city.,There is not a single person walking in the city.,neutral,greek,person,15,It is not true that there is not a single greek walking in the city.,It is not true that there is not a single person walking in the city.,entailment
326,There is not a single person walking in the city.,There is not a single gambler walking in the city.,entailment,person,gambler,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single gambler walking in the city.,neutral
327,There is not a single gambler walking in the city.,There is not a single person walking in the city.,neutral,gambler,person,15,It is not true that there is not a single gambler walking in the city.,It is not true that there is not a single person walking in the city.,entailment
328,There is not a single person walking in the city.,There is not a single debutante walking in the city.,entailment,person,debutante,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single debutante walking in the city.,neutral
329,There is not a single debutante walking in the city.,There is not a single person walking in the city.,neutral,debutante,person,15,It is not true that there is not a single debutante walking in the city.,It is not true that there is not a single person walking in the city.,entailment
330,There is not a single person walking in the city.,There is not a single girl walking in the city.,entailment,person,girl,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single girl walking in the city.,neutral
331,There is not a single girl walking in the city.,There is not a single person walking in the city.,neutral,girl,person,15,It is not true that there is not a single girl walking in the city.,It is not true that there is not a single person walking in the city.,entailment
332,There is not a single person walking in the city.,There is not a single painter walking in the city.,entailment,person,painter,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single painter walking in the city.,neutral
333,There is not a single painter walking in the city.,There is not a single person walking in the city.,neutral,painter,person,15,It is not true that there is not a single painter walking in the city.,It is not true that there is not a single person walking in the city.,entailment
334,There is not a single person walking in the city.,There is not a single politician walking in the city.,entailment,person,politician,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single politician walking in the city.,neutral
335,There is not a single politician walking in the city.,There is not a single person walking in the city.,neutral,politician,person,15,It is not true that there is not a single politician walking in the city.,It is not true that there is not a single person walking in the city.,entailment
336,There is not a single person walking in the city.,There is not a single woman walking in the city.,entailment,person,woman,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single woman walking in the city.,neutral
337,There is not a single woman walking in the city.,There is not a single person walking in the city.,neutral,woman,person,15,It is not true that there is not a single woman walking in the city.,It is not true that there is not a single person walking in the city.,entailment
338,There is not a single person walking in the city.,There is not a single prince walking in the city.,entailment,person,prince,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single prince walking in the city.,neutral
339,There is not a single prince walking in the city.,There is not a single person walking in the city.,neutral,prince,person,15,It is not true that there is not a single prince walking in the city.,It is not true that there is not a single person walking in the city.,entailment
340,There is not a single person walking in the city.,There is not a single butcher walking in the city.,entailment,person,butcher,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single butcher walking in the city.,neutral
341,There is not a single butcher walking in the city.,There is not a single person walking in the city.,neutral,butcher,person,15,It is not true that there is not a single butcher walking in the city.,It is not true that there is not a single person walking in the city.,entailment
342,There is not a single person walking in the city.,There is not a single juvenile walking in the city.,entailment,person,juvenile,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single juvenile walking in the city.,neutral
343,There is not a single juvenile walking in the city.,There is not a single person walking in the city.,neutral,juvenile,person,15,It is not true that there is not a single juvenile walking in the city.,It is not true that there is not a single person walking in the city.,entailment
344,There is not a single person walking in the city.,There is not a single pagan walking in the city.,entailment,person,pagan,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single pagan walking in the city.,neutral
345,There is not a single pagan walking in the city.,There is not a single person walking in the city.,neutral,pagan,person,15,It is not true that there is not a single pagan walking in the city.,It is not true that there is not a single person walking in the city.,entailment
346,There is not a single person walking in the city.,There is not a single craftsman walking in the city.,entailment,person,craftsman,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single craftsman walking in the city.,neutral
347,There is not a single craftsman walking in the city.,There is not a single person walking in the city.,neutral,craftsman,person,15,It is not true that there is not a single craftsman walking in the city.,It is not true that there is not a single person walking in the city.,entailment
348,There is not a single person walking in the city.,There is not a single nerd walking in the city.,entailment,person,nerd,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single nerd walking in the city.,neutral
349,There is not a single nerd walking in the city.,There is not a single person walking in the city.,neutral,nerd,person,15,It is not true that there is not a single nerd walking in the city.,It is not true that there is not a single person walking in the city.,entailment
350,There is not a single person walking in the city.,There is not a single psychic walking in the city.,entailment,person,psychic,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single psychic walking in the city.,neutral
351,There is not a single psychic walking in the city.,There is not a single person walking in the city.,neutral,psychic,person,15,It is not true that there is not a single psychic walking in the city.,It is not true that there is not a single person walking in the city.,entailment
352,There is not a single person walking in the city.,There is not a single Indonesian walking in the city.,entailment,person,indonesian,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single indonesian walking in the city.,neutral
353,There is not a single Indonesian walking in the city.,There is not a single person walking in the city.,neutral,indonesian,person,15,It is not true that there is not a single indonesian walking in the city.,It is not true that there is not a single person walking in the city.,entailment
354,There is not a single person walking in the city.,There is not a single smith walking in the city.,entailment,person,smith,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single smith walking in the city.,neutral
355,There is not a single smith walking in the city.,There is not a single person walking in the city.,neutral,smith,person,15,It is not true that there is not a single smith walking in the city.,It is not true that there is not a single person walking in the city.,entailment
356,There is not a single person walking in the city.,There is not a single skier walking in the city.,entailment,person,skier,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single skier walking in the city.,neutral
357,There is not a single skier walking in the city.,There is not a single person walking in the city.,neutral,skier,person,15,It is not true that there is not a single skier walking in the city.,It is not true that there is not a single person walking in the city.,entailment
358,There is not a single person walking in the city.,There is not a single conservative walking in the city.,entailment,person,conservative,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single conservative walking in the city.,neutral
359,There is not a single conservative walking in the city.,There is not a single person walking in the city.,neutral,conservative,person,15,It is not true that there is not a single conservative walking in the city.,It is not true that there is not a single person walking in the city.,entailment
360,There is not a single person walking in the city.,There is not a single addict walking in the city.,entailment,person,addict,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single addict walking in the city.,neutral
361,There is not a single addict walking in the city.,There is not a single person walking in the city.,neutral,addict,person,15,It is not true that there is not a single addict walking in the city.,It is not true that there is not a single person walking in the city.,entailment
362,There is not a single person walking in the city.,There is not a single gymnast walking in the city.,entailment,person,gymnast,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single gymnast walking in the city.,neutral
363,There is not a single gymnast walking in the city.,There is not a single person walking in the city.,neutral,gymnast,person,15,It is not true that there is not a single gymnast walking in the city.,It is not true that there is not a single person walking in the city.,entailment
364,There is not a single person walking in the city.,There is not a single convict walking in the city.,entailment,person,convict,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single convict walking in the city.,neutral
365,There is not a single convict walking in the city.,There is not a single person walking in the city.,neutral,convict,person,15,It is not true that there is not a single convict walking in the city.,It is not true that there is not a single person walking in the city.,entailment
366,There is not a single person walking in the city.,There is not a single serviceman walking in the city.,entailment,person,serviceman,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single serviceman walking in the city.,neutral
367,There is not a single serviceman walking in the city.,There is not a single person walking in the city.,neutral,serviceman,person,15,It is not true that there is not a single serviceman walking in the city.,It is not true that there is not a single person walking in the city.,entailment
368,There is not a single person walking in the city.,There is not a single African walking in the city.,entailment,person,african,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single african walking in the city.,neutral
369,There is not a single African walking in the city.,There is not a single person walking in the city.,neutral,african,person,15,It is not true that there is not a single african walking in the city.,It is not true that there is not a single person walking in the city.,entailment
370,There is not a single person walking in the city.,There is not a single adventurer walking in the city.,entailment,person,adventurer,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single adventurer walking in the city.,neutral
371,There is not a single adventurer walking in the city.,There is not a single person walking in the city.,neutral,adventurer,person,15,It is not true that there is not a single adventurer walking in the city.,It is not true that there is not a single person walking in the city.,entailment
372,There is not a single person walking in the city.,There is not a single groupie walking in the city.,entailment,person,groupie,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single groupie walking in the city.,neutral
373,There is not a single groupie walking in the city.,There is not a single person walking in the city.,neutral,groupie,person,15,It is not true that there is not a single groupie walking in the city.,It is not true that there is not a single person walking in the city.,entailment
374,There is not a single person walking in the city.,There is not a single survivalist walking in the city.,entailment,person,survivalist,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single survivalist walking in the city.,neutral
375,There is not a single survivalist walking in the city.,There is not a single person walking in the city.,neutral,survivalist,person,15,It is not true that there is not a single survivalist walking in the city.,It is not true that there is not a single person walking in the city.,entailment
376,There is not a single person walking in the city.,There is not a single merchant walking in the city.,entailment,person,merchant,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single merchant walking in the city.,neutral
377,There is not a single merchant walking in the city.,There is not a single person walking in the city.,neutral,merchant,person,15,It is not true that there is not a single merchant walking in the city.,It is not true that there is not a single person walking in the city.,entailment
378,There is not a single person walking in the city.,There is not a single hacker walking in the city.,entailment,person,hacker,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single hacker walking in the city.,neutral
379,There is not a single hacker walking in the city.,There is not a single person walking in the city.,neutral,hacker,person,15,It is not true that there is not a single hacker walking in the city.,It is not true that there is not a single person walking in the city.,entailment
380,There is not a single person walking in the city.,There is not a single philosopher walking in the city.,entailment,person,philosopher,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single philosopher walking in the city.,neutral
381,There is not a single philosopher walking in the city.,There is not a single person walking in the city.,neutral,philosopher,person,15,It is not true that there is not a single philosopher walking in the city.,It is not true that there is not a single person walking in the city.,entailment
382,There is not a single person walking in the city.,There is not a single aviator walking in the city.,entailment,person,aviator,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single aviator walking in the city.,neutral
383,There is not a single aviator walking in the city.,There is not a single person walking in the city.,neutral,aviator,person,15,It is not true that there is not a single aviator walking in the city.,It is not true that there is not a single person walking in the city.,entailment
384,There is not a single person walking in the city.,There is not a single immigrant walking in the city.,entailment,person,immigrant,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single immigrant walking in the city.,neutral
385,There is not a single immigrant walking in the city.,There is not a single person walking in the city.,neutral,immigrant,person,15,It is not true that there is not a single immigrant walking in the city.,It is not true that there is not a single person walking in the city.,entailment
386,There is not a single person walking in the city.,There is not a single king walking in the city.,entailment,person,king,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single king walking in the city.,neutral
387,There is not a single king walking in the city.,There is not a single person walking in the city.,neutral,king,person,15,It is not true that there is not a single king walking in the city.,It is not true that there is not a single person walking in the city.,entailment
388,There is not a single person walking in the city.,There is not a single worshiper walking in the city.,entailment,person,worshiper,15,It is not true that there is not a single person walking in the city.,It is not true that there is not a single worshiper walking in the city.,neutral
